Hier wird die Struktur der Stahl-Control Datenbank (!SC-Entwicklung) abgebildet. Der Name der Datenbank ist Conzept C16.
Es werden Tabellen, Schlüssel, Verküpfungen und Dialoge abgebildet. Datenbank Abfragen werden immer erreicht,in dem die Dateinummer (Eindeutiger Bezeichner der Tabelle), und eine Verknüpfung über die Schlüssel angegeben wird. Ein Beispielcode um einen Datensatz aus der Tabelle 200 Mat.Materialdatei zu lesen wäre: RecRead(200, 1, 0);

Datenbank        : !@SC-Entwicklung                         10.11.2023   14:29


Nr.  Dateiname            Teile  Infos  Schl.  Verkn. DBA    Hauptdatei   Sätze
Verknüpfung          :     3 / Adr->EK.Zahlungsbed
  mit Datei          :   816 / ZaB.Zahlungsbed
  über Schlüssel     :     1 / ZaB/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / ZaB.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    3 / Adr.Einkauf            2 / Adr.EK.Zahlungsbed   Ganzz. (kurz)



Datei                :   100 / Adr.Adressen
Verknüpfung          :     4 / Adr->EK.Versandart
  mit Datei          :   817 / VsA.Versandarten
  über Schlüssel     :     1 / VsA/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / VsA.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    3 / Adr.Einkauf            3 / Adr.EK.Versandart    Ganzz. (kurz)



Datei                :   100 / Adr.Adressen
Verknüpfung          :     5 / Adr->VK.Währung
  mit Datei          :   814 / Wae.Währungen
  über Schlüssel     :     1 / Wae/Nummer


    Pos  Feld                               Typ

     1     1 /   1 / Wae.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    4 / Adr.Verkauf            4 / Adr.VK.Währung       Ganzz. (kurz)



Datei                :   100 / Adr.Adressen
Verknüpfung          :     6 / Adr->VK.Lieferbed
  mit Datei          :   815 / LiB.Lieferbedingunge
  über Schlüssel     :     1 / LiB/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / LiB.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    4 / Adr.Verkauf            1 / Adr.VK.Lieferbed     Ganzz. (kurz)



Datei                :   100 / Adr.Adressen
Verknüpfung          :     7 / Adr->VK.Zahlungsbed
  mit Datei          :   816 / ZaB.Zahlungsbed
  über Schlüssel     :     1 / ZaB/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / ZaB.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    4 / Adr.Verkauf            2 / Adr.VK.Zahlungsbed   Ganzz. (kurz)



Datei                :   100 / Adr.Adressen
Verknüpfung          :     8 / Adr->VK.Versandart
  mit Datei          :   817 / VsA.Versandarten
  über Schlüssel     :     1 / VsA/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / VsA.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    4 / Adr.Verkauf            3 / Adr.VK.Versandart    Ganzz. (kurz)



Datei                :   100 / Adr.Adressen

Verknüpfung          :     9 / Adr->VK.Verwiegeart
  mit Datei          :   818 / VwA.Verwiegungsarten
  über Schlüssel     :     1 / VwA/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / VwA.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    4 / Adr.Verkauf            8 / Adr.VK.Verwiegeart   Ganzz. (kurz)



Datei                :   100 / Adr.Adressen
Verknüpfung          :    10 / Adr->Land
  mit Datei          :   812 / Lnd.Länder
  über Schlüssel     :     1 / Lnd/Kürzel

    Pos  Feld                               Typ

     1     1 /   1 / Lnd.Kürzel             Alpha   3st.   G

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Adr.Hauptdaten        18 / Adr.LKZ              Alpha    3st. G



Datei                :   100 / Adr.Adressen
Verknüpfung          :    11 / Adr->Steuerschlüssel
  mit Datei          :   813 / StS.Steuerschlüssel
  über Schlüssel     :     1 / StS/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / StS.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    5 / Adr.Zusatz             3 / Adr.Steuerschlüssel  Ganzz. (kurz)



Datei                :   100 / Adr.Adressen
Verknüpfung          :    12 / Adr->Anschriften
  mit Datei          :   101 / Adr.Anschriften
  über Schlüssel     :     1 / Adr/A.Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Adr.A.Adressnr         Ganzz. (lang)
     2     1 /   2 / Adr.A.Nummer           Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ


 1    1 / Adr.Hauptdaten         1 / Adr.Nummer           Ganzz. (lang)



Datei                :   100 / Adr.Adressen
Verknüpfung          :    13 / Adr->Ansprechpartner
  mit Datei          :   102 / Adr.Ansprechpartner
  über Schlüssel     :     1 / Adr/P.Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Adr.P.Adressnr         Ganzz. (lang)
     2     1 /   2 / Adr.P.Nummer           Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Adr.Hauptdaten         1 / Adr.Nummer           Ganzz. (lang)



Datei                :   100 / Adr.Adressen
Verknüpfung          :    14 / Adr->Kreditlimit
  mit Datei          :   103 / Adr.Kreditlimit
  über Schlüssel     :     1 / Adr/K.Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Adr.K.Nummer           Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Adr.Hauptdaten        30 / Adr.Kreditnummer     Ganzz. (lang)



Datei                :   100 / Adr.Adressen
Verknüpfung          :    15 / Adr->Vertreter
  mit Datei          :   110 / Ver.VertreterVerband
  über Schlüssel     :     1 / Ver/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Ver.Nummer             Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Adr.Hauptdaten         9 / Adr.Vertreter        Ganzz. (lang)



Datei                :   100 / Adr.Adressen
Verknüpfung          :    16 / Adr->Verband
  mit Datei          :   110 / Ver.VertreterVerband
  über Schlüssel     :     1 / Ver/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Ver.Nummer             Ganzz. (lang)


  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Adr.Hauptdaten        10 / Adr.Verband          Ganzz. (lang)



Datei                :   100 / Adr.Adressen
Verknüpfung          :    17 / Adr->Mat.Lieferant
  mit Datei          :   200 / Mat.Materialdatei
  über Schlüssel     :    10 / Mat/Lieferant

    Pos  Feld                               Typ

     1     2 /   9 / Mat.Lieferant          Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Adr.Hauptdaten         4 / Adr.LieferantenNr    Ganzz. (lang)



Datei                :   100 / Adr.Adressen
Verknüpfung          :    18 / Adr->Mat.Lagerort
  mit Datei          :   200 / Mat.Materialdatei
  über Schlüssel     :    11 / Mat/Lageranschrift

    Pos  Feld                               Typ

     1     2 /  10 / Mat.Lageradresse       Ganzz. (lang)
     2     2 /  11 / Mat.Lageranschrift     Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Adr.Hauptdaten         1 / Adr.Nummer           Ganzz. (lang)



Datei                :   100 / Adr.Adressen
Verknüpfung          :    19 / Adr->Mat.KommKunde
  mit Datei          :   200 / Mat.Materialdatei
  über Schlüssel     :    12 / Mat/KommKunde

    Pos  Feld                               Typ

     1     1 /  47 / Mat.KommKundennr       Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Adr.Hauptdaten         2 / Adr.KundenNr         Ganzz. (lang)



Datei                :   100 / Adr.Adressen
Verknüpfung          :    20 / Adr->Art.Preise
  mit Datei          :   254 / Art.Preise
  über Schlüssel     :     3 / Art/P.AdrAdrArtNr


    Pos  Feld                               Typ

     1     1 /   2 / Art.P.Adressnr         Ganzz. (lang)
     2     1 /   6 / Art.P.AdressArtNr      Alpha  40st.   G

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Adr.Hauptdaten         1 / Adr.Nummer           Ganzz. (lang)



Datei                :   100 / Adr.Adressen
Verknüpfung          :    21 / Adr->Auf.Aktionen
  mit Datei          :   404 / Auf.Aktionen
  über Schlüssel     :     3 / Auf/A.Adressnr

    Pos  Feld                               Typ

     1     1 /  12 / Auf.A.Adressnummer     Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Adr.Hauptdaten         1 / Adr.Nummer           Ganzz. (lang)



Datei                :   100 / Adr.Adressen
Verknüpfung          :    22 / Adr->Auf.Positionen
  mit Datei          :   401 / Auf.Positionen
  über Schlüssel     :     2 / Auf/P.Kundennr

    Pos  Feld                               Typ

     1     1 /   3 / Auf.P.Kundennr         Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Adr.Hauptdaten         2 / Adr.KundenNr         Ganzz. (lang)



Datei                :   100 / Adr.Adressen
Verknüpfung          :    23 / Adr->Ein.Positionen
  mit Datei          :   501 / Ein.Positionen
  über Schlüssel     :     2 / Ein/P.Lieferant

    Pos  Feld                               Typ

     1     1 /   3 / Ein.P.Lieferantennr    Ganzz. (lang)

  Anzahl Felder      :     1
